id;name;year_from;year_to
3028;3е;2022;2025
3029;400;1946;1956
3030;401;1954;1956
3031;402;1956;1958
3032;403;1962;1965
3033;407;1958;1963
3034;408;1964;1975
3035;410;1957;1961
3036;411;1959;1961
3037;412;1967;1998
3038;423;1957;1963
3039;424;1963;1965
3040;426;1967;1976
3041;427;1967;1976
3042;430;1958;1963
3043;434П;1968;1973
3044;5;2023;2025
3045;6;2023;2025
3046;8;2024;2025
3047;Дуэт;1999;2001
3048;Иван Калита;1998;2001
3049;Князь Владимир;1997;2002
3050;М70;2025;2025
3051;M90;2025;2025
3052;Святогор;1997;2002
3053;Юрий Долгорукий;1997;2001
3054;I;2023;2025
3055;Ambassador;1932;1942
3056;A05;2023;2025
3057;A06;2025;2025
3058;A07;2023;2025
3059;E07;2024;2025
3060;Hunter K50;2025;2025
3061;Q05;2023;2025
3062;Q07;2025;2025
3063;EC6;2020;2025
3064;EC7;2023;2025
3065;EL6;2023;2025
3066;ES6;2019;2025
3067;ES7;2022;2025
3068;ES8;2018;2025
3069;ET5;2022;2025
3070;ET7;2021;2025
3071;ET9;2024;2025
3072;Firefly;2025;2025
3073;Onvo L60;2024;2025
3074;Onvo L90;2025;2025
3075;100NX;1990;1996
3076;180SX;1988;1998
3077;200SX;1983;2000
3078;240SX;1989;1999
3079;280ZX;1978;1984
3080;300ZX;1983;2000
3081;350Z;2002;2009
3082;370Z;2008;2020
3083;AD;1982;2025
3084;Almera;1995;2018
3085;Almera Classic;2006;2013
3086;Almera Tino;2000;2006
3087;Altima;1992;2025
3088;Ariya;2020;2025
3089;Armada;2003;2025
3090;Auster;1985;1990
3091;Avenir;1990;2005
3092;Bassara;1999;2003
3093;BE-1;1987;1989
3094;Bluebird;1971;2001
3095;Bluebird Maxima;1984;1988
3096;Bluebird Sylphy;2000;2012
3097;Caravan;1980;2012
3098;Cedric;1971;2014
3099;Cefiro;1988;2008
3100;Cherry;1970;1986
3101;Cima;1988;2022
3102;NV100 Clipper;2003;2025
3103;Clipper Rio;2003;2012
3104;Crew;1993;2009
3105;Cube;1998;2020
3106;Datsun;1985;2002
3107;Dayz;2013;2025
3108;Dayz Roox;2014;2020
3109;Dualis;2007;2014
3110;Elgrand;1997;2025
3111;Exa;1986;1990
3112;Expert;1999;2007
3113;Fairlady Z;1969;2025
3114;Figaro;1991;1992
3115;Frontier;2009;2025
3116;Fuga;2004;2022
3117;Gloria;1962;2004
3118;GT-R;2007;2024
3119;Homy;1986;1997
3120;Hypermini;1999;2001
3121;Juke;2010;2025
3122;Juke Nismo;2013;2019
3123;Kicks;2016;2025
3124;Kix;2008;2012
3125;Kubistar;2003;2009
3126;Lafesta;2004;2018
3127;Langley;1982;1990
3128;Lannia;2015;2022
3129;Largo;1986;1999
3130;Latio;2012;2016
3131;Laurel;1977;2002
3132;Laurel Spirit;1982;1990
3133;Leaf;2010;2025
3134;Leopard;1980;2000
3135;Liberta Villa;1982;1990
3136;Liberty;1998;2004
3137;Livina;2006;2025
3138;Lucino;1994;1999
3139;Magnite;2020;2025
3140;March;1982;2022
3141;Maxima;1981;2023
3142;Micra;1982;2025
3143;Mistral;1994;1999
3144;Moco;2001;2016
3145;Murano;2002;2025
3146;N6;2025;2025
3147;N7;2025;2025
3148;Navara (Frontier);1985;2025
3149;Note;2005;2025
3150;NP200;2008;2024
3151;NP300;2008;2015
3152;NV200;2009;2025
3153;NV300;2016;2021
3154;NV350 Caravan;2012;2021
3155;NX Coupe;1990;1994
3156;Otti;2005;2013
3157;Pao;1989;1991
3158;Pathfinder;1985;2025
3159;Patrol;1980;2025
3160;Pino;2007;2010
3161;Pixo;2008;2013
3162;Prairie;1982;2004
3163;Presage;1998;2009
3164;Presea;1990;2000
3165;President;1973;2010
3166;Primastar;2002;2025
3167;Primera;1990;2008
3168;Pulsar;1982;2018
3169;Qashqai;2006;2025
3170;Qashqai+2;2008;2013
3171;Quest;1992;2018
3172;Rasheen;1995;2000
3173;R'nessa;1997;2001
3174;Rogue;2007;2025
3175;Rogue Sport;2017;2022
3176;Roox;2009;2025
3177;Safari;1980;2013
3178;Sakura;2022;2025
3179;Sentra;1982;2025
3180;Serena;1991;2025
3181;Silvia;1968;2002
3182;Skyline;1968;2025
3183;Skyline Crossover;2009;2016
3184;Stagea;1996;2007
3185;Stanza;1981;1992
3186;Sunny;1982;2025
3187;Sylphy;2012;2025
3188;S-Cargo;1989;1990
3189;Teana;2003;2020
3190;Terra;2018;2025
3191;Terrano;1985;2022
3192;Terrano Regulus;1996;2002
3193;Tiida;2004;2025
3194;Tino;1998;2003
3195;Titan;2003;2025
3196;Urvan;1986;2012
3197;Vanette;1978;2017
3198;Versa;2006;2025
3199;Versa Note;2013;2019
3200;Wingroad;1996;2018
3201;Xterra;1999;2015
3202;X-Terra;2020;2025
3203;X-Trail;2000;2025
3204;Z;2021;2025
3205;M12 GTO;2000;2007
3206;M15;2006;2011
3207;M600;2010;2018
3208;001;2025;2025
3209;442;1968;1972
3210;Achieva;1991;1997
3211;Alero;1999;2004
3212;Aurora;1994;2003
3213;Bravada;1990;2004
3214;Custom Cruiser;1971;1992
3215;Cutlass;1968;1999
3216;Cutlass Calais;1984;1991
3217;Cutlass Ciera;1981;1996
3218;Cutlass Supreme;1988;1997
3219;Delta 88;1971;1976
3220;Eighty-Eight;1957;1999
3221;Firenza;1982;1988
3222;Intrigue;1997;2002
3223;Ninety-Eight;1977;1996
3224;Omega;1979;1984
3225;Series 60;1939;1948
3226;Series 70;1939;1950
3227;Silhouette;1989;2004
3228;Starfire;1961;1980
3229;Toronado;1966;1992
3230;Vista Cruiser;1964;1977
3231;C5;2022;2025
3232;C7;2024;2025
3233;C9;2024;2025
3234;E5;2024;2025
3235;S5;2022;2025
3236;S5 GT;2023;2025
3237;4/8 PS;1909;1910
3238;Adam;2013;2019
3239;Admiral;1937;1978
3240;Agila;2000;2014
3241;Ampera;2011;2021
3242;Antara;2006;2017
3243;Ascona;1970;1988
3244;Astra;1991;2025
3245;Astra OPC;1999;2015
3246;Calibra;1990;1997
3247;Campo;1991;2000
3248;Cascada;2013;2019
3249;Combo;1993;2025
3250;Commodore;1967;1982
3251;Corsa;1982;2025
3252;Corsa OPC;2007;2018
3253;Crossland X;2017;2024
3254;Diplomat;1964;1978
3255;Frontera;1991;2025
3256;Grandland;2017;2025
3257;GT;1968;2009
3258;Insignia;2008;2022
3259;Insignia OPC;2009;2017
3260;Kadett;1937;1993
3261;Kapitan;1938;1970
3262;Karl;2015;2019
3263;Lotus Omega;1990;1992
3264;Manta;1970;1988
3265;Meriva;2003;2018
3266;Meriva OPC;2006;2010
3267;Mokka;2012;2025
3268;Monterey;1992;1999
3269;Monza;1978;1986
3270;Olympia;1935;1970
3271;Omega;1984;2004
3272;P4;1935;1937
3273;Rekord;1963;1986
3274;Rocks Electric;2021;2025
3275;Senator;1978;1993
3276;Signum;2003;2008
3277;Sintra;1996;1999
3278;Speedster;2000;2005
3279;Super Six;1936;1938
3280;Tigra;1994;2009
3281;Vectra;1988;2008
3282;Vectra OPC;2005;2008
3283;Vita;1995;2004
3284;Vivaro;2001;2025
3285;Zafira;1999;2019
3286;Zafira Life;2019;2025
3287;Zafira OPC;2001;2011
3288;03;2023;2025
3289;5;2025;2025
3290;Ballet Cat;2022;2025
3291;Black Cat;2019;2022
3292;Good Cat;2020;2025
3293;iQ;2018;2020
3294;Lightning Cat;2022;2025
3295;SAR (Saloon) Mecha Dragon;2021;2025
3296;White Cat;2020;2022
3297;01;2021;2025
3298;2500 GT;1999;2001
3299;COS1;2018;2022
3300;Cosmos;2019;2022
3301;X5;2020;2025
3302;X5 Plus;2022;2025
3303;X7;2019;2021
3304;X7 Plus;2021;2025
3305;Z6;2022;2025
3306;Paladin;2023;2025
3307;Palasso;2024;2025
3308;Rich 7;2025;2025
3309;Z9;2025;2025
3310;Roadster;1914;1915
3311;200/250;1951;1952
3312;Caribbean;1953;1956
3313;Clipper;1941;1947
3314;Custom Eight;1948;1950
3315;One-Ten;1940;1941
3316;One-Twenty;1935;1941
3317;Six;1912;1939
3318;Super Eight;1933;1939
3319;Twelve;1932;1939
3320;Huayra;2012;2025
3321;Utopia;2022;2025
3322;Zonda;1999;2013
3323;Esperante;2000;2007
3324;Roadster;1992;1999
3325;Alza;2009;2025
3326;Kancil;1994;2009
3327;Kelisa;2001;2007
3328;Kembara;1998;2008
3329;Kenari;2000;2008
3330;MyVi;2005;2011
3331;Nautica;2008;2010
3332;Viva;2007;2014
3333;1007;2005;2009
3334;104;1972;1988
3335;106;1991;2004
3336;107;2005;2014
3337;108;2014;2021
3338;2008;2013;2025
3339;201;1929;1937
3340;202;1938;1948
3341;203;1948;1960
3342;204;1965;1977
3343;205;1983;1998
3344;205 GTi;1984;1998
3345;206;1998;2012
3346;207;2006;2015
3347;207i (Iran Khodro);2016;2025
3348;208;2012;2025
3349;208 GTi;2013;2019
3350;3008;2009;2025
3351;301;2012;2025
3352;304;1969;1980
3353;305;1977;1990
3354;306;1993;2002
3355;307;2001;2008
3356;308;2007;2025
3357;308 GTi;2015;2021
3358;309;1985;1993
3359;4007;2007;2012
3360;4008;2012;2025
3361;402;1935;1942
3362;403;1955;1966
3363;404;1960;1975
3364;405;1987;2014
3365;406;1995;2005
3366;407;2004;2011
3367;408;2012;2025
3368;5008;2009;2025
3369;504;1968;1996
3370;505;1979;1992
3371;508;2011;2025
3372;604;1977;1987
3373;605;1989;1999
3374;607;2000;2010
3375;806;1994;2002
3376;807;2002;2014
3377;Bipper;2008;2018
3378;Expert;1995;2025
3379;iOn;2010;2020
3380;Landtrek;2020;2025
3381;Partner;1997;2025
3382;Pick Up;2017;2021
3383;RCZ;2010;2015
3384;Rifter;2018;2025
3385;Traveller;2016;2025
3386;Cevennes;2005;2025
3387;Hemera;2009;2025
3388;Speedster II;2005;2025
3389;Porter;1992;2021
3390;Twelve;1932;1938
3391;Acclaim;1989;1995
3392;Barracuda;1964;1974
3393;Breeze;1995;2000
3394;Caravelle;1983;1988
3395;Colt Vista;1983;1995
3396;Cranbrook;1951;1953
3397;De Luxe;1933;1950
3398;Fury;1959;1978
3399;Gran Fury;1982;1989
3400;Horizon;1977;1990
3401;Laser;1989;1994
3402;Neon;1993;2001
3403;Prowler;1997;2002
3404;Reliant;1981;1989
3405;Road Runner;1968;1975
3406;Satellite;1970;1974
3407;Sundance;1986;1994
3408;Turismo;1983;1987
3409;Valiant;1967;1973
3410;Volare;1975;1980
3411;Voyager;1984;2000
3412;01;2023;2025
3413;1;2019;2021
3414;2;2020;2025
3415;3;2024;2025
3416;4;2023;2025
3417;5;2025;2025
3418;6000;1982;1991
3419;Aztek;2001;2005
3420;Bonneville;1965;2005
3421;Catalina;1959;1981
3422;Fiero;1984;1988
3423;Firebird;1967;2002
3424;Firefly;1985;1988
3425;G4;2005;2010
3426;G5;2004;2010
3427;G6;2004;2009
3428;G8;2007;2009
3429;Grand AM;1984;2005
3430;Grand Prix;1962;2008
3431;GTO;1964;2006
3432;Laurentian;1955;1957
3433;LeMans;1964;1993
3434;Montana;1997;2009
3435;Parisienne;1971;1986
3436;Phoenix;1977;1984
3437;Solstice;2005;2009
3438;Sunbird;1975;1994
3439;Sunfire;1995;2005
3440;Sunrunner;1994;1998
3441;Tempest;1961;1991
3442;Torpedo;1939;1948
3443;Torrent;2005;2009
3444;Trans Sport;1989;1999
3445;Vibe;2002;2010
3446;Wave;2004;2009
3447;356;1948;1965
3448;718 Spyder;2019;2025
3449;911;1963;2025
3450;911 GT2;1995;2019
3451;911 GT3;1999;2025
3452;911 R;2016;2019
3453;911 S/T;2023;2025
3454;912;1965;1976
3455;914;1969;1976
3456;918 Spyder;2013;2015
3457;924;1975;1988
3458;928;1977;1995
3459;944;1981;1991
3460;959;1986;1991
3461;968;1991;1995
3462;Boxster;1996;2025
3463;Carrera GT;2003;2007
3464;Cayenne;2002;2025
3465;Cayman;2005;2025
3466;Cayman GT4;2015;2025
3467;Macan;2014;2025
3468;Panamera;2009;2025
3469;Taycan;2019;2025
3470;118NE;1985;2001
3471;Padmini;1964;2000
3472;Багги Type 1;1964;2025
3473;Драгстер;1950;2025
3474;Дрифт-кар;1950;2025
3475;Формула;1950;2025
3476;GT & Touring;1950;2025
3477;Хот-род и Кастом;1950;2025
3478;Offroad;1950;2025
3479;Спортпрототип;1950;2025
3480;Rally/cross;1950;2025
3481;Самоделки;1943;2025
3482;Shortcut;2017;2025
3483;Arena;2002;2010
3484;Exora;2009;2023
3485;Gen-2;2004;2012
3486;Inspira;2010;2015
3487;Iriz;2014;2025
3488;Juara;2001;2003
3489;Perdana;1995;2010
3490;Persona;1993;2025
3491;Preve;2011;2020
3492;Putra;1996;2004
3493;Saga;1985;2025
3494;Satria;1996;2015
3495;Savvy;2005;2011
3496;Tiara;1996;2000
3497;Waja;2000;2011
3498;Wira (400 Series);1993;2009
3499;X50;2020;2025
3500;X70;2018;2025
3501;G-modell;1979;2000
3502;Pinzgauer;1971;2000
3503;GTB;1973;1984
3504;GTE;1967;1995
3505;Duoduo;2021;2025
3506;K50;2018;2020
3507;Taga H;2021;2025
3508;3;2014;2022
3509;5;2016;2022
3510;Mangusta;1999;2002
3511;RD6;2022;2025
3512;Type 62-2;2022;2025
3513;1500;2011;2025
3514;ProMaster City;2014;2022
3515;Rampage;2023;2025
3516;V1000;2022;2025
3517;Gentra;2015;2018
3518;Matiz;2015;2016
3519;Nexia R3;2015;2020
3520;R2;2016;2020
3521;R4;2016;2020
3522;Magnum;1985;1993
3523;Scimitar Sabre;1984;1992
3524;Tropica Roadster;1995;1995
3525;10;1962;1973
3526;11;1983;1989
3527;12;1969;1980
3528;14;1976;1983
3529;15;1972;1980
3530;16;1965;1980
3531;17;1972;1980
3532;18;1978;1986
3533;19;1988;2002
3534;20;1975;1983
3535;21;1986;1995
3536;25;1983;1992
3537;30;1975;1986
3538;4;1962;2025
3539;4CV;1947;1961
3540;5;1972;2025
3541;6;1970;1987
3542;8;1962;1973
3543;9;1981;2000
3544;Alaskan;2017;2025
3545;Arkana;2019;2025
3546;Austral;2022;2025
3547;Avantime;2001;2003
3548;Boreal;2025;2025
3549;Captur;2012;2025
3550;Caravelle;1958;1968
3551;Celtaquatre;1934;1938
3552;City K-ZE;2019;2023
3553;Clio;1990;2025
3554;Clio RS;2000;2019
3555;Symbol;1999;2012
3556;Clio V6;2001;2005
3557;Dauphine;1956;1967
3558;Dokker;2012;2021
3559;Duster;2010;2025
3560;Espace;1984;2025
3561;Express;2021;2024
3562;Floride;1958;1968
3563;Fluence;2009;2017
3564;Fregate;1951;1960
3565;Fuego;1980;1985
3566;Grand Koleos;2024;2025
3567;Kadjar;2015;2022
3568;Kangoo;1997;2025
3569;Kaptur;2016;2022
3570;Kardian;2023;2025
3571;Kiger;2021;2025
3572;Koleos;2008;2023
3573;KWID;2015;2025
3574;Laguna;1993;2015
3575;Latitude;2010;2015
3576;Lodgy;2012;2022
3577;Logan;2004;2022
3578;Lutecia;1991;2025
3579;Megane;1995;2025
3580;Megane E-Tech;2021;2025
3581;Megane RS;2004;2023
3582;Modus;2004;2012
3583;QM6;2024;2025
3584;Rafale;2024;2025
3585;Rodeo;1971;1987
3586;Safrane;1992;2010
3587;Sandero;2009;2022
3588;Sandero RS;2015;2021
3589;Scenic;1996;2025
3590;Sport Spider;1995;2000
3591;Symbioz;2024;2025
3592;Taliant;2021;2025
3593;Talisman;2015;2022
3594;Trafic;1980;2025
3595;Triber;2019;2025
3596;Twingo;1993;2024
3597;Twizy;2011;2023
3598;Vel Satis;2002;2009
3599;Vivastella;1929;1939
3600;Wind;2010;2013
3601;ZOE;2012;2024
3602;Arsenal;2024;2025
3603;Beast;2015;2025
3604;Tank;2017;2025
3605;Concept_One;2013;2016
3606;C Two;2018;2018
3607;Nevera;2021;2025
3608;Chopster;2004;2005
3609;F7;2023;2024
3610;Marvel R;2020;2022
3611;R7;2022;2024
3612;R1S;2022;2025
3613;R1T;2021;2025
3614;750;2006;2016
3615;Clever;2020;2024
3616;D6;2025;2025
3617;D7;2023;2025
3618;E50;2012;2016
3619;i5;2017;2025
3620;i6;2017;2020
3621;i6 Max;2020;2025
3622;iMAX8;2020;2025
3623;M7;2025;2025
3624;Marvel X;2018;2021
3625;RX3;2017;2021
3626;RX3 Pro;2021;2023
3627;RX5;2016;2025
3628;RX5 Max;2019;2025
3629;RX8;2018;2023
3630;RX9;2022;2025
3631;Whale;2022;2023
3632;20;1905;1906
3633;20/25;1929;1936
3634;Boat Tail;2021;2022
3635;Camargue;1975;1986
3636;Corniche;1971;2002
3637;Cullinan;2018;2025
3638;Dawn;2015;2023
3639;Ghost;2010;2025
3640;Park Ward;2000;2002
3641;Phantom;1925;2025
3642;Silver Cloud;1955;1966
3643;Silver Ghost;1906;1926
3644;Silver Seraph;1998;2002
3645;Silver Shadow;1965;1980
3646;Silver Spirit;1980;1997
3647;Silver Spur;1980;1999
3648;Silver Wraith;1946;1959
3649;Spectre;2023;2025
3650;Wraith;2013;2023
3651;Lightning;2000;2013
3652;Concept;2023;2025
3653;100;1994;2000
3654;14;1933;1948
3655;200;1984;1999
3656;25;1999;2005
3657;400;1990;2000
3658;45;1999;2005
3659;600;1993;1999
3660;75;1999;2005
3661;800;1986;1999
3662;Maestro;1991;1997
3663;Metro;1987;1994
3664;Mini;1989;2000
3665;Montego;1988;1994
3666;P3;1948;1949
3667;P4;1949;1964
3668;P6;1963;1977
3669;SD1;1976;1986
3670;Streetwise;2003;2005
3671;01;2024;2025
3672;Adamas;2025;2025
3673;С24;1909;1918
3674;600;1980;1982
3675;90;1984;1987
3676;900;1978;1998
3677;9000;1984;1998
3678;93;1956;1960
3679;95;1959;1978
3680;96;1960;1980
3681;99;1967;1984
3682;9-2X;2004;2006
3683;9-3;1998;2014
3684;9-4X;2011;2011
3685;9-5;1997;2012
3686;9-7X;2005;2009
3687;Sonett;1970;1974
3688;H5;2025;2025
3689;Quick;2018;2024
3690;Saina;2016;2025
3691;Shahin;2020;2025
3692;Tiba;2009;2022
3693;S7;2000;2006
3694;S281;2005;2009
3695;QM3;2013;2019
3696;QM5;2007;2016
3697;QM6;2016;2024
3698;SM3;2002;2020
3699;SM5;1998;2019
3700;SM6;2016;2024
3701;SM7;2004;2019
3702;XM3;2020;2024
3703;Alreem;2019;2025
3704;S24;2019;2025
3705;PS-10;2003;2011
3706;Astra;2008;2009
3707;Aura;2006;2010
3708;ION;2003;2007
3709;LS;1998;2004
3710;LW;1998;2004
3711;Outlook;2006;2010
3712;Relay;2005;2007
3713;SC;1990;2002
3714;Sky;2006;2009
3715;SL;1990;2002
3716;SW;1993;2001
3717;VUE;2001;2009
3718;FR-S;2012;2016
3719;iA;2015;2016
3720;iM;2015;2016
3721;iQ;2011;2016
3722;tC;2004;2016
3723;xA;2003;2006
3724;xB;2003;2015
3725;xD;2008;2014
3726;Terra;2027;2027
3727;Traveler;2027;2027
3728;Model J;1908;1912
3729;132;1973;1982
3730;133;1974;1979
3731;Alhambra;1996;2020
3732;Altea;2004;2015
3733;Arona;2017;2025
3734;Arosa;1997;2004
3735;Ateca;2016;2025
3736;Cordoba;1993;2009
3737;Exeo;2008;2013
3738;Fura;1982;1986
3739;Ibiza;1984;2025
3740;Ibiza Cupra;1996;2018
3741;Inca;1995;2003
3742;Leon;1999;2025
3743;Leon Cupra;1999;2020
3744;Malaga;1985;1993
3745;Marbella;1986;1998
3746;Mii;2011;2021
3747;Ronda;1982;1988
3748;Tarraco;2018;2024
3749;Toledo;1991;2019
3750;M5;2023;2025
3751;M7;2023;2025
3752;M9;2024;2025
3753;SF5;2019;2022
3754;C31;2004;2009
3755;C32;2007;2010
3756;C51;2005;2009
3757;C52;2007;2010
3758;C61;2007;2010
3759;C81;2005;2010
3760;Noble;2006;2016
3761;Sceo;2006;2011
3762;1300/1500;1963;1976
3763;1307;1975;1979
3764;100 Series;1969;1991
3765;105, 120;1976;1990
3766;1200;1952;1973
3767;440;1955;1959
3768;445;1957;1959
3769;Citigo;2011;2020
3770;Elroq;2024;2025
3771;Elroq RS;2025;2025
3772;Enyaq;2020;2025
3773;Enyaq Coupe;2022;2025
3774;Enyaq Coupe RS;2022;2025
3775;Enyaq RS;2022;2025
3776;Fabia;1999;2025
3777;Fabia RS;2003;2014
3778;Favorit;1989;2000
3779;Felicia;1959;2001
3780;Forman;1990;1995
3781;Kamiq;2018;2025
3782;Karoq;2017;2025
3783;Kodiaq;2016;2025
3784;Kodiaq GT;2019;2025
3785;Kodiaq RS;2018;2025
3786;Kushaq;2021;2025
3787;Kylaq;2024;2025
3788;Octavia;1959;2025
3789;Octavia RS;2001;2025
3790;Popular;1934;1946
3791;Rapid;2012;2023
3792;Roomster;2006;2015
3793;Scala;2019;2025
3794;Slavia;2021;2025
3795;Superb;2001;2025
3796;Yeti;2009;2018
3797;ET5;2021;2025
3798;HT-i;2022;2025
3799;EV6;2021;2025
3800;Forfour;2004;2021
3801;Fortwo;1998;2024
3802;#1;2022;2025
3803;#3;2023;2025
3804;#5;2024;2025
3805;Roadster;2002;2006
3806;С-1Л;1952;1956
3807;С-3А;1958;1970
3808;С-3Д;1970;1997
3809;С-3Л;1956;1958
3810;HC;2022;2025
3811;HS;2022;2025
3812;KRS;2024;2025
3813;KRX;2024;2025
3814;SP7;2025;2025
3815;ST6;2023;2025
3816;ST8;2024;2025
3817;ST9;2025;2025
3818;A5;2018;2023
3819;DX3;2016;2025
3820;DX5;2019;2025
3821;DX7;2015;2025
3822;DX8;2022;2023
3823;DX8S;2022;2025
3824;Lioncel;2005;2010
3825;S06;2025;2025
3826;S07;2024;2025
3827;S09;2024;2025
3828;Soveran;2004;2008
3829;V3;2008;2017
3830;V5;2012;2020
3831;V6 Cross;2013;2015
3832;R42;1996;1997
3833;C12;2006;2008
3834;C8;2001;2025
3835;Actyon;2005;2019
3836;Actyon Sports;2006;2016
3837;Chairman;1997;2017
3838;Istana;1995;2003
3839;Kallista;1992;1994
3840;Korando;1988;2023
3841;Korando Family;1987;1998
3842;Korando Sports;2011;2017
3843;Korando Turismo;2013;2019
3844;Kyron;2005;2015
3845;Musso;1993;2023
3846;Nomad;2013;2017
3847;Rexton;2001;2023
3848;Rexton Sports;2018;2023
3849;Rodius;2004;2019
3850;Stavic;2013;2019
3851;Tivoli;2015;2023
3852;XLV;2016;2025
3853;Torres;2022;2023
3854;S9;2024;2025
3855;1500;1941;1944
3856;Haflinger;1959;1974
3857;Golden Hawk;1956;1958
3858;1000;1965;1969
3859;360;1958;1971
3860;Alcyone;1985;1996
3861;Ascent;2017;2025
3862;Tribeca;2004;2014
3863;Baja;2002;2006
3864;Bighorn;1990;1992
3865;Bistro;1995;1998
3866;Brat;1978;1994
3867;BRZ;2012;2025
3868;Chiffon;2016;2025
3869;Crosstrek;2012;2025
3870;Dex;2008;2011
3871;Dias Wagon;2003;2020
3872;Domingo;1983;1998
3873;Exiga;2008;2018
3874;Forester;1997;2025
3875;Impreza;1992;2025
3876;Impreza WRX;1992;2014
3877;Impreza WRX STi;1994;2014
3878;Justy;1984;2025
3879;Legacy;1989;2025
3880;Legacy Lancaster;1995;2003
3881;Leone;1979;1994
3882;Levorg;2014;2025
3883;Libero;1984;1998
3884;Lucra;2010;2015
3885;Outback;1994;2025
3886;Pleo;1998;2018
3887;Pleo Plus;2012;2025
3888;R1;2005;2010
3889;R2;2003;2010
3890;Rex;1972;2025
3891;Sambar;1990;2025
3892;Solterra;2022;2025
3893;Stella;2006;2023
3894;SVX;1991;1997
3895;Trailseeker;2025;2025
3896;Traviq;2001;2004
3897;Trezia;2010;2016
3898;Uncharted;2025;2025
3899;Vivio;1992;1998
3900;WRX;2014;2025
3901;WRX STi;2014;2021
3902;XT;1987;1992
3903;XV;2011;2023
3904;Across;2020;2025
3905;Aerio;2001;2007
3906;Alto;1979;2025
3907;Alto Lapin;2002;2025
3908;APV;2004;2025
3909;Baleno;1995;2025
3910;Beidouxing;2004;2025
3911;Cappuccino;1990;1997
3912;Cara;1993;1995
3913;Carry;1979;2005
3914;Celerio;2014;2025
3915;Cervo;1977;2011
3916;Ciaz;2014;2025
3917;Cultus;1983;2002
3918;DZire;2020;2025
3919;Eeco;2010;2025
3920;Equator;2008;2012
3921;Ertiga;2012;2025
3922;Escudo;1988;2025
3923;Esteem;1995;2004
3924;Every;1985;2025
3925;e Vitara;2025;2025
3926;Forenza;2003;2008
3927;Fronte;1986;1988
3928;Fronx;2023;2025
3929;Grand Vitara;1997;2025
3930;Hustler;2014;2025
3931;Ignis;2000;2025
3932;Jimny;1970;2025
3933;Kei;1998;2009
3934;Kizashi;2009;2014
3935;Landy;2007;2025
3936;Liana;2001;2008
3937;MR Wagon;2001;2016
3938;Palette;2008;2013
3939;Reno;2004;2008
3940;Samurai;1981;2003
3941;Sidekick;1988;1998
3942;Solio;2005;2025
3943;Spacia;2013;2025
3944;Splash;2008;2015
3945;Swace;2020;2025
3946;Swift;1983;2025
3947;SX4;2006;2025
3948;S-Presso;2019;2025
3949;Twin;2003;2005
3950;Verona;2003;2006
3951;Victoris;2025;2025
3952;Vitara;1988;2025
3953;Wagon R;1993;2025
3954;Wagon R+;1997;2008
3955;Xbee;2017;2025
3956;XL7;2006;2009
3957;X-90;1995;2000
3958;G01;2018;2025
3959;G01F;2018;2025
3960;G03F;2024;2025
3961;G05;2019;2021
3962;G05 Pro;2021;2025
3963;Tiger;2022;2025
3964;X3;2017;2023
3965;Shineray X30;2021;2025
3966;X7;2016;2021
3967;Aquila;2012;2014
3968;C10;2011;2013
3969;C190;2011;2013
3970;C-30;2011;2011
3971;Vega;2009;2010
3972;Road Partner;2008;2011
3973;Tager;2008;2012
3974;1510;1980;1984
3975;Avenger;1970;1981
3976;Horizon;1978;1986
3977;Rancho;1977;1984
3978;Samba;1981;1986
3979;Solara;1980;1986
3980;Tagora;1980;1987
3981;300;2021;2025
3982;400;2023;2025
3983;500;2021;2025
3984;700;2024;2025
3985;Aria;2010;2017
3986;Curvv;2024;2025
3987;Estate;1993;2000
3988;Indica;1998;2018
3989;Indigo;2002;2016
3990;Nano;2008;2018
3991;Safari;1998;2019
3992;Sierra;1993;2001
3993;Sumo;1996;2004
3994;Sumo Grande;2008;2016
3995;Telcoline;2005;2007
3996;Xenon;2007;2025
3997;57;1932;1949
3998;77;1934;1938
3999;80;1931;1935
4000;87;1936;1950
4001;T600;1946;1952
4002;T603;1956;1975
4003;T613;1973;1996
4004;T700;1996;1999
4005;Zero;2009;2016
4006;T4;2025;2025
4007;T7;2025;2025
4008;T8;2025;2025
4009;T9;2025;2025
4010;Cybertruck;2023;2025
4011;Model 3;2017;2025
4012;Model S;2012;2025
4013;Model X;2015;2025
4014;Model Y;2020;2025
4015;Roadster;2008;2017
4016;Transformer;2019;2025
4017;City;2008;2012
4018;Century;2005;2008
4019;Dragon;2005;2015
4020;Admiral;2001;2007
4021;Kartal;1985;2003
4022;Murat 124;1971;1977
4023;Murat 131;1985;1995
4024;Sahin;1990;2002
4025;Serce;1985;1996
4026;2000GT;1967;1970
4027;4Runner;1984;2025
4028;Agya;2013;2025
4029;Allex;2001;2006
4030;Allion;2001;2025
4031;Alphard;2002;2025
4032;Altezza;1998;2005
4033;Aqua;2011;2025
4034;Aristo;1991;2004
4035;Aurion;2006;2017
4036;Auris;2006;2018
4037;Avalon;1994;2025
4038;Avanza;2006;2025
4039;Avensis;1997;2018
4040;Avensis Verso;2001;2009
4041;Aygo;2005;2022
4042;Aygo X;2022;2025
4043;bB;2000;2016
4044;Belta;2005;2025
4045;Blade;2006;2012
4046;Blizzard;1980;1994
4047;Brevis;2001;2007
4048;bZ;2026;2025
4049;bZ3;2023;2025
4050;bZ3C;2025;2025
4051;bZ3X;2025;2025
